# English-French dictionary created from OmegaWiki database
# Created on: 2018-06-03T19:46:02+00:00
# Licence: GNU Free Documentation Licence http://www.gnu.org/copyleft/fdl.html
# Download updated version of this file at: https://www.dicts.info/uddl.php
# Contact us at: https://www.dicts.info/contact.php
9 ; nine	neuf
maximum admissible concentration	concentration maximale admissible
maximum immission concentration	concentration maximale d'immission
mayonnaise	mayonnaise
mayor	maire ; maire ; bourgmestre
meadow	pelouse ; pré
means of agricultural production	moyen de production agricole
means of communication	moyen de communication
measuring	mesure (méthode analytique) ; mesure
measuring instrument	instrument de mesure
measuring method	méthode de mesure
measuring programme	programme de mesure
meat	viande
mechanical equipment	matériel mécanique
mechanical industry	industrie mécanique
mechanical vibration	vibration mécanique
medical science	science médicale
medicinal plant	plante médicinale
medicine ; medicine (practice)	médecine
megabyte	mégaoctet
meitnerium	meitnerium
melody ; tune	mélodie
melting	fusion
membrane	membrane
mendelevium	mendélévium
meningitis	méningite
menorah	ménorah
merchant	marchand ; commerçant
merchant shipping	marine marchande
mercury	mercure
metabolism	métabolisme
metabolite	métabolite
metainformation	méta-informations
metal	métal
metal oxide	oxyde métallique
metal product	produit métallique
metal products industry	industrie des produits métalliques
metal waste	déchet métallique
metallic mineral	mineral métallique
metallurgical industry	industrie métallurgique
metallurgy	métallurgie
metaphor	métaphore
metaphysics	métaphysique
meteor ; meteor ; meteor ; meteor ; meteor ; shooting star ; falling star	météore ; météore ; météore ; météore ; météore ; étoile filante
meteorite	météorite
meteorological disaster	catastrophe météorologique
meteorological parameter	paramètre météorologique
meteorological phenomenon	phénomène météorologique
meteorological research	recherche météorologique
meteorology	météorologie
methane ; marsh gas ; methyl hydride	méthane
methanisation	méthanisation
methanol	méthanol
method	méthode
methodology	méthodologie
metrology	métrologie
metronome	metrónomo
metropolis	métropole
micro-organism	micro-organisme
microbiological analysis	analyse microbiologique
microbiology	microbiologie
microclimate	microclimat
microclimatology	microclimatologie
microcomputer	micro-ordinateur
microecosystem	microécosystème
microelectronics ; microminiaturization ; microsystem electronics	microélectronique ; micro-électronique
microfiltration	microfiltration
microphone	microphone
micropollutant	micropolluant
microscopy	microscopie
microwave	onde à hyperfréquences
migrant labour	migration des travailleurs
migratory bird	oiseau migrateur
migratory fish	poisson migrateur
military activities	activité militaire
military air traffic	trafic aérien militaire
military aspects	aspect militaire ; aspects militaires
military equipment	matériel militaire
military zone	zone militaire
milk	lait
mill	moulin
millet	millet
mine	mine
mine filling	remblayage de mines
mineral	minéral
mineral conditioner	amendement minéral
mineral deposit	gisement
mineral extraction	extraction de mineraux
mineral fibre	fibre minérale
mineral industry	industrie minérale
mineral matter	matière minérale
mineral oil	huile minérale
mineral pollution	pollution minérale
mineral resource	ressource minérale
mineral waste	déchet minéral
mineral water	eau minérale
mineralisation	minéralisation
mineralogy	minéralogie
minimal cost planning	stratégie de minimisation des coûts
minimisation of damage	minimisation des dommages
mining district	arrondissement minier
mining industry	industrie minière
mining law	droit minier
mining product	produit minier
mining regulation	règlement sur les mines
mining site restoration ; mine reclamation	remise en état de sites miniers
mining waste	déchets des industries minières
miniskirt ; mini-skirt	minijupe ; jupette
minister competence	attribution ministérielle
ministerial decree	décret ministériel
ministry	ministère
ministry ; ministry building	immeuble ministériel
minor	mineur
minority	minorité
minute	minute
miscellaneous product	produits divers
miscibility	miscibilité
mist	brumasse ; brume
mistral	mistral
mite	acarien
mitigation measure	mesure d'atténuation
mitosis	mitose
mixed farming	exploitation mixte
mixed forest	forêt mixte
mixed use area	zone d'aménagement mixte
mixing	mélanger
mobile home	auto caravane
mode of transportation	mode de transport
model	modèle ; schéma
model	modèle
modelling	modélisation
moisture	humidité
molar ; tooth	dent
molecular biology	biologie moléculaire
mollusc	mollusque
molybdenum	molybdène
monetary assessment	évaluation monétaire
monetary economics	économie monétaire
monetary relations	relation monétaire
money market	marché monétaire
monitoring	surveillance
monitoring criterion	critère de surveillance
monitoring data	données de mesure de surveillance
monitoring equipment	appareil de surveillance
monitoring network	réseau de mesure
monitoring station	station de surveillance
monitoring technique	technique de surveillance
monopoly	monopole
month	mois
monument	monument ; mémorial
moon ; Luna ; Moon	lune
moon ; moon ; satelite ; satelite	lune ; lune
morphine	morphine
morphology	morphologie
mortality	mortalité
mosaic	mosaïque
mosque	mosquée
moss	mousse végétale
motet	motet
mother	mère
mother-in-law ; mother in law	belle-mère
motherhood ; maternity	maternité
motor fuel	carburant
motor vehicle	véhicule à moteur
motor vehicle exhaust gas	gaz d'échappement automobile
motor vehicle industry	industrie de véhicules à moteur
motor vehicle pollution	pollution automobile
motorcycle ; motorbike	vélomoteur ; motocyclette ; moto
motorway ; pike ; expressway ; freeway ; state highway ; superhighway ; throughway ; thruway	autoroute
mountain	montagne
mountain climate	climat montagnard
mountain forest	forêt de montagne
mountain management	aménagement de la montagne
mountain protection	protection de la montagne
mountain range	massif montagneux
mountain resort	station de montagne
mountainous area	zone de montagne
mouse	souris
mowing	fauchage
mud	vase
mud flat	vasière
mulch	mulch
mule	mulet
multilateral agreement	accord multilatéral
multimedia technology	technologie multimédia
multinational firm	firme multinationale
multispectral scanner	scanner à spectres multiples
mumps	oreillon ; oreillons
municipal cleansing service	service municipal de nettoyage
municipal dumping	décharge municipale
municipal environment plan	plan municipal d'environnement
municipal environmental policy	politique municipale de l'environnement
municipal law	règlement municipal
municipal level	niveau municipal
municipal waste	déchet urbain
municipal water distribution system	système municipal de distribution de l'eau
municipal water management	gestion des eaux urbaines
municipality	commune
muscular system	système musculaire
museum	musée
mushroom	champignon
music	musique
musical	musical ; performance musicale
musician	musicien
musquito ; mosquito	moustique
mussel farming	mytiliculture
mustelid	mustélidés
mutagen	substances mutagènes
mutagenicity	mutagénicité
mutagenicity testing	test de mutagénicité
mutant	mutant
mutated micro-organisms release	dissémination de micro-organismes mutés
mutation	mutation
mycete	mycète
mycology	mycologie
mycorrhiza	mycorhize
mysterious	mystérieux
myth	mythe
nadir	nadir
name ; proper name ; proper noun	nom
napkin	serviette
nappy	couche
national accounting	comptabilité nationale
national boundary	frontière nationale
national economy	économie nationale
national environmental accounting	comptabilité environnementale nationale
national fishing reserve	réserve nationale de pêche
national legislation	législation nationale
national park	parc national
national planning	planification nationale
nationalisation	nationalisation
natural area	espace naturel
natural areas protection	protection des espaces naturels
natural disaster	catastrophe naturelle
natural environment	milieu naturel
natural fertiliser	composts et engrais naturels
natural fibre	fibre naturelle
natural forest	forêt naturelle
natural gas	gaz naturel
natural gas exploration	exploration des ressources de gaz naturel
natural gas extraction	extraction de gaz naturel
natural hazard	risque naturel
natural heritage	patrimoine naturel
natural heritage assessment	évaluation du patrimoine naturel
natural material	matériaux naturels ; matérial naturel
