# English-German dictionary created from OmegaWiki database
# Created on: 2018-06-03T19:46:37+00:00
# Licence: GNU Free Documentation Licence http://www.gnu.org/copyleft/fdl.html
# Download updated version of this file at: https://www.dicts.info/uddl.php
# Contact us at: https://www.dicts.info/contact.php
9 ; nine	neun
ecosystem degradation	Ökosystemabbau
ecosystem research	Ökosystemforschung
ecosystem type	Ökosystemtyp
ecotourism	Ökotourismus
ecotoxicity	Ökotoxizität
ecotoxicological evaluation	ökotoxikologische Bewertung
ecotoxicology	Ökotoxikologie
ecotype	Ökotyp
ecozone	Ökozone
edaphology	Edaphologie
edible	essbar ; eßbar ; genießbar
edible fat	Speisefett
education	Bildung
education policy	Bildungspolitik
educational institution	Bildungsanstalt
educational path	Bildungsweg
educational planning	Bildungsplanung
educational system	Bildungswesen
effect	Wirkung
effect on health	Wirkung auf die Gesundheit
effect on man	Wirkung auf den Menschen
effect on the environment ; environmental consequence	Umweltauswirkung ; Wirkung auf die Umwelt ; Auswirkung auf die Umwelt ; Konsequenzen für die Umwelt ; Folgen für die Umwelt
efficiency criterion	Effizienzkriterium
efficiency level	Wirkungsgrad
effluent	Ausfluß
effort ; exertion	Anstrengung ; Aufwand
egg	Ei
eight	acht
einsteinium	Einsteinium
ejaculation	Ejakulation ; Samenerguss
elasticity	Elastizität
elbow	Ellenbogen ; Ellbogen
elder ; elderberry	Holunder
elderly person	Seneszente
electric battery	elektrische Batterie
electric line ; power line	elektrische Leitung ; Stromleitung
electric power	Elektrizität ; elektrische Leistung
electric power plant	Elektrizitätswerk
electric power supply	Elektrizitätsversorgung
electric vehicle	Elektrofahrzeug
electrical engineering	Elektrotechnik
electrical goods industry	Elektrowarenindustrie
electrical industry	Elektroindustrie
electricity	Elektrizität
electricity company	Elektrizitätsgesellschaft
electricity consumption	Elektrizitätsverbrauch
electricity generation	Elektrizitätserzeugung
electricity generation cost	Elektrizitätserzeugungskosten
electricity supply industry	Elektrizitätswirtschaft ; Stromwirtschaft
electrokinetics	Elektrokinetik
electrolysis	Elektrolyse
electromagnetism	Elektromagnetismus
electron	Elektron
electronic information network	elektronisches Informationsnetz ; Datennetz ; elektronisches Datennetz
electronic mail ; email ; e-mail	elektronische Post
electronic material	elektronisches Material
electronic scrap	Elektronikschrott
electronic scrap regulation	Elektronikschrottverordnung
electronics	Elektronik
electrosmog	Elektrosmog
electrotechnical equipment	elektrotechnische Ausrüstung
electrotechnical industry	elektrotechnische Industrie
element of group 0 ; noble gas	Edelgas ; Elemente der Gruppe 0 ; Nullgruppe ; Element der Gruppe 0
element of group II (alkaline earth metals) ; alkaline earth metal ; element of group II	Elemente der Gruppe II (Erdalkalimetalle) ; Erdalkalimetalle ; Elemente der Gruppe II ; Erdalkalimetall ; Element der Gruppe II
element of group III	Elemente der Gruppe III ; Element der Gruppe III
element of group IV	Elemente der Gruppe IV ; Element der Gruppe IV
element of group V	Elemente der Gruppe V ; Element der Gruppe V
element of group VI	Elemente der Gruppe VI ; Element der Gruppe VI ; Chalkogen
element of group VII ; halogen	Elemente der Gruppe VII ; Halogen ; Element der Gruppe VII
elephant	Elefant
emancipation	Emanzipation
embassy ; diplomatic mission	Botschaft
embryo	Embryo
embryogenesis	Embryonalentwicklung
emergency	Notfall
emergency law	Notstandsrecht
emergency plan	Nofallplan
emergency relief	Nothilfe
emergency shelter	Notunterkunft
emission	Emission
emission control	Emissionsüberwachung
emission data	Emissionsdaten
emission factor	Emissionsfaktor
emission forecast	Emissionsprognose
emission reduction	Emissionsminderung
emission reduction banking	Emission Reduction Banking ; Emissionshandel
emission register	Emissionskataster
emission situation	Emissionssituation
emission source	Emittent
emission standard	Emissionsnorm
emission to water	Einleitung ins Wasser ; Verklappung
employment	Beschäftigung
employment ; employment ; job ; job ; occupation ; work ; work	Anstellung ; Arbeit ; Beruf ; Beruf ; Beschäftigung ; Job ; Stelle
employment and environment	Arbeit und Umwelt
employment level effect	Beschäftigungseffekt
employment structure	Beschäftigungsstruktur
empty	leer
emulsification	Emulgierung
emulsion	Emulsion
encapsulation	Kapselung
encephalitis	Enzephalitis ; Gehirnentzündung
encyclopaedia	Enzyklopädie ; Lexikon
end-of-pipe technology	End-of-Pipe Technik ; End-of-Pipe-Technik
endangered animal species	gefährdete Tierart ; bedrohte Tierart
endangered plant species	gefährdete Pflanzenart
endemic species	endemische Art
endocrine system	endokrines System
endocrinology	Endokrinologie
enemy	Feind ; Feind ; Feind
energy	Energie
energy balance	Energiebilanz
energy consumption	Energieverbrauch
energy conversion	Energieumwandlung
energy demand	Energiebedarf
energy dissipation	Energievernichtung
energy distribution system	Energieverteilungssystem
energy economics	Energiewirtschaft
energy efficiency	Energieausnutzung
energy industry	Energiewirtschaft
energy legislation	Energierecht
energy management	Energiewirtschaft
energy market	Energiemarkt
energy policy	Energiepolitik
energy process	Energieverfahren
energy production	Energiegewinnung
energy resource	Energieressourcen
energy saving	Energieeinsparung
energy source	Energiequelle
energy source material	Energieträger
energy storage	Energiespeicherung
energy supply	Energieversorgung
energy technology	Energietechnik
energy type	Energieart
energy utilisation ; energy use	Energienutzung
enforcement	Inkraftsetzen
engine	Motor
engineer	Ingenieur
engineering	Ingenieurwesen ; Ingenieurwissenschaft ; Ingenieurskunst
engineering work	Ingenieurbau
enjoy your meal ; have a nice meal	guten Appetit
enlargement policy	Extensivierungspolitik
enlargement programme	Extensivierungsprogramm
enriched uranium	angereichertes Uran
enrichment	Anreicherung
enter	hereingehen ; eintreten
enterovirus	Enterovirus
entrepreneur	Unternehmer
environment	Umwelt
environment friendly	Umweltfreundlich
environment market	Umweltmarkt
environmental accident	Umweltunfall
environmental accounting	Ökologische Buchführung
environmental administration institution	Umweltverwaltungsbehörde
environmental analysis	Umweltanalyse
environmental anxiety	Umweltangst
environmental aspect of human settlements	Umweltaspekt von Siedlungen
environmental assessment	Umweltbewertung
environmental assessment criterion	Umweltbewertungskriterium
environmental auditing	Umweltaudit
environmental awareness	Umweltbewußtsein
environmental change	Umweltveränderung
environmental chemicals legislation	Umweltchemikalienrecht
environmental chemistry	Umweltchemie
environmental citizenship	Umweltbürgerschaft
environmental compatibility	Umweltverträglichkeit
environmental consequence	Umweltauswirkung
environmental conservation	Umweltschutz
environmental contingency planning	Umweltkontingenzplanung
environmental control	Umweltschutz
environmental cost	Umweltkosten
environmental crime	Umweltverbrechen
environmental criminal law	Umweltstrafrecht
environmental criminality	Umweltkriminalität
environmental criterion	Umweltkriterium
environmental culture	Umweltkultur
environmental damage	Umweltschaden
environmental data	Umweltdaten
environmental development	Umweltentwicklung
environmental economic valuation	umweltökonomische Bewertung
environmental economics	Umweltökonomie
environmental economics of firms	Umweltökonomie (betrieblich) ; betriebliche Umweltökonomie
environmental economy issue	umweltökonomische Angelegenheit
environmental education	Umwelterziehung
environmental engineering	Umwelttechnik
environmental enterprise	Umweltunternehmen
environmental ethics	Umweltethik
environmental friendly procurement	umweltfreundliche Beschaffung
environmental fund	Umweltfonds
environmental hazard	Umweltgefährdung
environmental health	Umelthygiene
environmental health hazard	umwelthygienische Gefahr
environmental health impact assessment	umwelthygienische Verträglichkeitsprüfung
environmental health protection	Umweltgesundheitsschutz
environmental history	Umweltgeschichte
environmental impact	Umweltbelastung
environmental impact of agriculture	Umweltbelastung durch Landwirtschaft
environmental impact of aquaculture	Umweltbelastung durch Aquakultur
environmental impact of energy	energiebedingte Umweltbelastung
environmental impact of fishing	Umweltbelastung durch Fischerei
environmental impact of forestry	Umweltbelastung durch Forstwirtschaft
environmental impact of households	Umweltbelastung durch Haushalte
environmental impact of industry	Umweltbelastung durch Industrie
environmental impact of recreation	Umweltbelastung durch Freizeitgestaltung
environmental impact of tourism	tourismusbedingte Umweltbelastung
environmental impact of transport	Umweltbelastung durch Verkehr
environmental impact statement	Umweltverträglichkeitsstudie
environmental impact study	Umweltverträglichkeitsstudie
environmental incentive	umweltbedingter Anreiz
environmental index	Umweltindex
environmental indicator	Umweltindikator
environmental industry	Umweltindustrie
environmental informatics	Umweltinformatik
environmental information	Umweltinformation
environmental information network	Umweltinformationsnetz
environmental information system	Umweltinformationssystem
environmental investment	Umweltinvestition
environmental law	Umweltgesetz
environmental law enforcement	umweltrechtliche Strafverfolgung
environmental legislation	Umweltrecht
environmental legislation on agriculture	Agrarumweltrecht
environmental legislative process	Umweltschutzgesetzgebung
environmental liability	Umwelthaftung
environmental licence	Umweltlizenz
environmental management	Umweltmanagement
environmental medicine	Umweltmedizin
environmental misconduct	Umweltvergehen
environmental monitoring	Umweltüberwachung
environmental noise	Umgebungslärm
environmental occupation	Umweltberuf
environmental perception	Umweltwahrnehmung
environmental plan	Umweltplan
environmental planning	Umweltplanung
environmental policy	Umweltpolitik
environmental policy instrument	umweltpolitisches Instrument
environmental pollution	Umweltverschmutzung
environmental priority	Umweltpriorität
environmental problem solving	Lösung von Umweltproblemen
environmental programme	Umweltprogramm
environmental protection	Umweltschutz
environmental protection agency	Umweltbehörde
environmental protection association	Umweltschutzverband
environmental protection cost	Umweltschutzkosten
environmental protection in the enterprise	betrieblicher Umweltschutz
environmental protection order	Umweltschutzauflage
environmental protection organisation	Umweltschutzorganisation
environmental protection regulation	Umweltschutzvorschrift
environmental protection technology	Umweltschutztechnik
environmental psychology	Umweltpsychologie
environmental quality	Umweltqualität
environmental quality criterion	Umweltqualitätskriterien
environmental quality objective	Umweltqualitätsziel
environmental quality standard	Umweltqualitätsstandard
environmental report	Umweltbericht
environmental research	Umweltforschung
environmental risk	Umweltrisiko
environmental risk assessment	Umweltrisikobewertung
environmental science	Umweltwissenschaft
environmental security	Umweltsicherheit
environmental specimen bank	Umweltprobenbank
environmental statement (eco-audit) ; environmental statement ; eco-audit	Umwelterklärung (Ökoaudit) ; Umwelterklärung ; Ökoaudit ; ökologischer Rechenschaftsbericht
environmental statistics	Umweltstatistik
environmental stock exchange	Umweltbörse
environmental study	Umweltstudie
environmental subsidy	Umweltsubvention
environmental sustainable architecture	Baubiologie
environmental tax	Umweltsteuer
environmental teaching	Umweltunterricht
environmental technology	Umwelttechnologie
environmental terminology	Umweltterminologie
environmental training	Umweltausbildung
environmental warfare	Umweltkriegsführung
environmentalism	Environmentalismus
environmentally dangerous substance	umweltgefährdende Stoffe ; umweltgefährdender Stoff
environmentally friendly management	umweltorientierte Unternehmensführung
environmentally friendly product	umweltfreundliches Produkt
environmentally related disease	umweltbedingte Krankheit
environmentally responsible behaviour	umweltbewusstes Verhalten
environmentally unfriendly firm	umweltfeindlicher Betrieb
enzyme	Enzym
ephemeral	flüchtig ; vergänglich
epicentre	Epizentrum
epidemic	Epidemie
epidemiology	Epidemiologie
epigram	Epigramm
epilepsy	Epilepsie
equation	Gleichung
equator	Äquator
equatorial climate	äquatoriales Klima
equine	Equinae ; Pferde ; Einhufer
equipment	Ausrüstung ; Ausstattung ; Geräte
equivalent dose	Äquivalentdosis
erbium	Erbium
ergonomics	Ergonomie
erosion	Erosion
erosion control	Erosionsschutz
estate rental	Immobilienvermietung
estimate	Schätzung
estuarine biology	Ästuarbiologie
estuarine conservation area	Ästuarschutzgebiet
estuary	Ästuar
estuary pollution	Ästuarverschmutzung
etching	Beizen
etching substance	Ätzmittel
ethanol	Ethanol ; Äthanol
ether	Ether
ethics	Ethik
ethnography	Ethnografie
ethnology	Ethnologie
ethology	Ethologie
europium	Europium
eutrophication	Eutrophierung
evaluation	Bewertung
evaluation criterion	Bewertungskriterium
evaluation method	Bewertungsverfahren
evaluation of technology	Technologiebewertung
evaporation	Evaporation
evapotranspiration	Evapotranspiration
evolution	Evolution
exact science	exakte Wissenschaft
excavated hole	Baggerloch ; Grube
excavation (process) ; excavation ; earthworks ; digging	Abgrabung ; Erdarbeiten ; Grabung ; Ausgrabung ; Abtragung ; Aushebung ; Grabungsarbeiten ; Erdbewegung ; Ausbaggern ; Abbaggern
excavation heap	Abgrabungshalde
excavation side	Böschung
excavation site	Ausgrabungsort
exception	Ausnahme
exceptional tax	Sondersteuer
excessive height of chimney stacks	Schornsteinüberhöhung
exchange policy	Devisenpolitik
executioner	Henker ; Scharfrichter
executive order	Durchführungsverordnung
exhaust device	Auspuffanlage
exhaust gas	Abgas ; Abgase ; Auspuffgas
exhibit	Ausstellungsstück
existing chemical	Altstoff (ChemG)
exotic species	Exot
expenditure	Ausgabe
experiment	Experiment
experimental study	Experimentalstudie
expert system	Expertensystem
explicit	explizite
exploitation of underground water	Untergrundwassergewinnung
exploration	Exploration
explosion	Explosion ; Zerknall
explosive	Explosivstoff
export	Ausfuhr
export licence	Ausfuhrgenehmigung
export of hazardous wastes	Sonderabfallausfuhr
exposure	Exposition
expropriation	Enteignung
extensive cattle farming	extensive Viehzucht
externality	Externalität
extinct species	ausgestorbene Art
extinction (ecological) ; extinction	Aussterben
extraction	Extraktion
extractive industry	Extraktivindustrie
eye	Auge
eyebrow	Augenbraue
fabric	Gewebe
face	Angesicht ; Antlitz ; Fressage ; Fresse ; Gesicht ; Larve ; Visage
facility	Leichtigkeit ; Einfachheit
factor market	Faktormarkt
factory farming	Agrarfabrik
faecal bacterium	Fäkalbakterien
fallout	Fallout
fallow area	Brachfläche ; Brachland
family	Familie
family law	Familienrecht
family planning	Familienplanung
famine	Hungersnot
farm	Bauernhof
farm animal	Vieh
farm building	Bauernhof
farm price	Agrarpreis
farming technique	Agrartechnik
fascism	Faschismus
fast reactor	Schneller Reaktor ; Schneller Brüter
fast traffic	Schnellverkehr
fat ; obese	fettleibig
father	Papa ; Vater
fault	Verwerfung
fauna	Fauna
fauna restoration	Wiederherstellung der natürlichen Pflanzen- und Tierwelt
feather	Feder
federal authority	Bundesbehörde
federal government	Bundesregierung
federal law	Bundesrecht
fee	Gebühr
feeding of animals	Tierfütterung
feeling for nature	Naturgefühl
felid	Katzentiere ; Katzen
female ; woman	Dame ; Frau ; Frauenzimmer ; Weib ; Weibsbild ; Weibsperson
fen	Niedermoor
fermentation	Fermentation
fermium	Fermium
fern	Farnpflanze ; Farn
ferry	Fähre
fertilisation ; fecundation	Befruchtung
fertiliser	Düngemittel
fertiliser law	Düngemittelgesetz
fibre	Faser
fibreglass	Glasfaser ; Glaswolle
field ; land ; land ; acre ; patch	Ackerland ; Land ; Land ; Acker ; Feld ; Ackergrund ; Anbaufläche
field damage	Flurschaden
field experiment	Freilandversuch
field study	Feldstudie
filling material	Füllmaterial
filling station	Tankstelle
film	Film
filter	Filter
filter cake	Filterrückstand
filtration	Filtration
final storage	Endlagerung
finances	Finanzen
financial aid	Finanzhilfe
financial assistance	Finanzierungshilfe
financial compensation	finanzielle Entschädigung
financial contribution	finanzieller Beitrag
financial fund	Geldmittel
